investDate,participant,name,latestPhase,industry,brief,investor_id,amount,phase,kr_group_id,amountUnit,id
2014-10-01 00:00:00,广东文投国富基金,广州博斯特智能科技有限公司,ANGEL,GAME_ANIMATION,服务于机器人的科技平台,20351,175,ANGEL,139961,CNY,1055
2014-11-01 00:00:00,,广州昊王皮具有限公司,NONE,,哈淘微分销是全国首家移动互联网分销导购平台,20351,1000,A,139964,CNY,1056
2014-12-01 00:00:00,广东文投国富基金,掌付通,A,AUTO,自助交易服务运营商，专注于自助交易服务平台的建设和运营,20351,700,A,27619,CNY,1057
2015-04-01 00:00:00,广东文投国富基金,小鲜粮,PRE_A,OTHER,预定新鲜粮，爱宠更健康,20351,360,PRE_A,132641,CNY,1058
2014-10-01 00:00:00,"鼎晖投资,松树资本",UPYUN,A,SERVICE_INDUSTRIES,国内领先的云服务平台，为创者提供新一代的云CDN加速服务。,20346,数千万,A,10114,CNY,1059
2012-03-01 00:00:00,,九鼎VC,NONE,,移动互联网相关及科技类,20345,,A,140150,USD,1060
2014-07-01 00:00:00,中路资本,饭店联盟,A,CONSUMER_LIFESTYLE,餐饮业、饭店原材料和食材服务提供商,20344,,ANGEL,142334,USD,1061
2013-06-01 00:00:00,中路资本,小区无忧,A,CONSUMER_LIFESTYLE,小区生活指南手机工具,20344,,ANGEL,6998,USD,1062
2014-08-01 00:00:00,帮实资本,蚂蚁招聘,ANGEL,SERVICE_INDUSTRIES,面向中小企业的云招聘服务提供商,20343,,ANGEL,26505,USD,1063
2015-05-01 00:00:00,帮实资本,西雨动画,ANGEL,OTHER,为孩子们做最好的AR绘本,20343,,ANGEL,140800,USD,1064
2015-03-01 00:00:00,帮实资本,大福平板,ANGEL,INTELLIGENT_HARDWARE,致力于让中老年人更便捷使用互联网服务的创新型公司,20343,,ANGEL,140194,USD,1065
2014-03-01 00:00:00,帮实资本,画友,ANGEL,OTHER,以画会友，美术移动社交平台,20343,,ANGEL,140193,USD,1066
2015-03-01 00:00:00,帮实资本,左岸科技,ANGEL,OTHER,美业移动互联网解决方案提供商,20343,,ANGEL,140192,USD,1067
2015-05-01 00:00:00,帮实资本,赛氪,ANGEL,SOCIAL_NETWORK,专注于学生竞赛、学生未来、学霸达人经验分享的社区,20343,,ANGEL,131931,USD,1068
2014-09-01 00:00:00,帮实资本,捡漏,ANGEL,OTHER,首个移动拍卖交易平台,20343,,ANGEL,140181,USD,1069
2014-05-01 00:00:00,帮实资本,WiFiSong,ANGEL,SERVICE_INDUSTRIES,提供商务服务的智能营销系统,20343,,ANGEL,21581,USD,1070
2014-03-01 00:00:00,"帮实资本,章建森",小毛驴科技,A,OTHER,杭州小毛驴科技有限公司是一家专注在户外行业的移动互联网公司,20343,,ANGEL,140179,USD,1071
2009-12-01 00:00:00,帮实资本,大彩网,ACQUIRED,FINANCE,互联网彩票服务网站，提供中文彩票资讯,20343,,ANGEL,138017,USD,1072
2014-09-01 00:00:00,帮实资本,华夏收藏网,PRE_A,CULTURE_SPORTS_ART,国内领先的艺术收藏品交易平台,20343,,PRE_A,140178,USD,1073
2015-02-01 00:00:00,帮实资本,17汽车网,A,AUTO,汽车团购信息的互联网平台，为汽车消费者提供可靠内容和服务,20343,,PRE_A,12467,USD,1074
2013-03-01 00:00:00,帮实资本,微信生意宝,ANGEL,ADVERTISING_MARKETING,致力于微信第三方应用开发和微信营销服务。,20343,,ANGEL,22260,CNY,1075
,,慧友云商,NONE,,企业线上O2O云服务商，其提供的云平台名为“大家社区”。,20342,,,141290,,1076
,,华傲数据,A,SERVICE_INDUSTRIES,大数据技术公司，提供数据质量、数据集成等解决方案,20342,,,138053,,1077
,,易云捷讯,B,SERVICE_INDUSTRIES,面向大中型政企客户提供自主开发的专业云计算解决方案提供商,20342,,,25708,,1078
2008-01-01 00:00:00,澳洲电信,汽车之家,IPO,AUTO,汽车门户网站,20338,,B,6133,USD,1079
2008-01-01 00:00:00,澳洲电信,搜房网 房天下,IPO,PROPERTY_AND_HOME_FURNISHINGS,房地产家居网络平台，业务覆盖新房、二手房、租房、装修装饰等,20338,,C,6214,USD,1080
2013-11-01 00:00:00,"中路资本,海纳亚洲,金沙江创投,浙商创投",友加,B,SOCIAL_NETWORK,融入娱乐元素的陌生人交友娱乐社区,20335,数千万,B,5136,USD,1081
2014-08-01 00:00:00,浙商创投,我爱我家网,B,PROPERTY_AND_HOME_FURNISHINGS,家居家装的垂直门户及电商网站,20335,1600,B,14858,CNY,1082
2014-06-01 00:00:00,"浙商创投,高榕资本",度周末,A,TRAVEL_OUTDOORS,专注于周末生活安排的旅游及生活方式网站,20335,300,ANGEL,142480,USD,1083
2015-01-01 00:00:00,,乐趣,ANGEL,INTELLIGENT_HARDWARE,发现智能生活的乐趣,20333,,ANGEL,139078,USD,1084
2014-05-01 00:00:00,,晨创力合,NONE,,关注文化与科技融合领域的早期项目,20336,50,ANGEL,139009,CNY,1085
2015-04-01 00:00:00,,悦动圈,PRE_A,CULTURE_SPORTS_ART,智能硬件产品开发商,20329,600,,31046,CNY,1086
2015-04-01 00:00:00,中美创投,泡椒,PRE_A,GAME_ANIMATION,手机软件及游戏下载平台,20329,1000,PRE_A,28568,CNY,1087
2011-11-01 00:00:00,,东方梦工厂,D,,开发,20332,15000,ANGEL,133299,CNY,1088
2003-03-01 00:00:00,,11区,INFORMAL,GAME_ANIMATION,动漫新闻资讯平台，为用户提供动漫游戏资讯,20328,120,,25303,USD,1089
2014-05-01 00:00:00,,西少爷,ANGEL,NON_TMT,互联网肉夹馍,20327,,ANGEL,139331,USD,1090
2014-09-01 00:00:00,华岩资本,Jetbay,ANGEL,SERVICE_INDUSTRIES,中国入境旅游服务预订平台,20327,,ANGEL,139332,USD,1091
2013-12-01 00:00:00,"荷多投资,HAXLR8R",Vigo,ANGEL,INTELLIGENT_HARDWARE,igo是一个可以检测用户精神状态、并提供各类提醒服务的可穿戴式设备（防打瞌睡的智能硬件）。,20327,数百万,ANGEL,27429,CNY,1092
2014-11-01 00:00:00,,燃点白酒,ANGEL,OTHER,国内首创的互联网白酒品牌,20327,,ANGEL,139333,USD,1093
2014-02-01 00:00:00,,麓栢科技NetBRIC,ANGEL,SERVICE_INDUSTRIES,软件配置云端存储公司,20327,,ANGEL,139338,USD,1094
2014-09-01 00:00:00,,易科学,ANGEL,OTHER,全新的科研仪器共享和科学实验服务平台，帮助用户寻找靠谱科技资源,20327,,ANGEL,11511,USD,1095
2015-02-01 00:00:00,清控科创控股股份有限公司,Fiberead,ANGEL,CULTURE_SPORTS_ART,帮助海外图书作者快速进入中国市场,20327,410,ANGEL,29194,CNY,1096
2013-04-01 00:00:00,,mugeda,ANGEL,ADVERTISING_MARKETING,基于云计算的HTML5广告制作工具,20327,,ANGEL,707,USD,1097
2015-01-01 00:00:00,老虎基金,点融网,D,FINANCE,P2P网络借贷和金融服务公司,20330,数千万,C,133743,USD,1098
2015-04-01 00:00:00,伙伴创投,债管家,ANGEL,OTHER,债权管理处置平台,20325,,ANGEL,150844,USD,1099
2015-03-01 00:00:00,伙伴创投,甩单宝,ANGEL,OTHER,贷款人员交易撮合平台,20325,,ANGEL,139582,USD,1100
2015-02-01 00:00:00,伙伴创投,找房网,ANGEL,PROPERTY_AND_HOME_FURNISHINGS,新房、二手房买卖租赁平台,20325,,ANGEL,31645,USD,1101
,,中青宝,IPO,GAME_ANIMATION,网络游戏公司，具有自主研发、运营和代理能力,20324,,,5969,,1102
2011-06-01 00:00:00,鹏德创投,蓝盾股份,E,OTHER,蓝盾信息安全技术股份有限公司作为中国信息安全行业领先的专业网,20324,,E,150985,USD,1103
2014-12-01 00:00:00,,慈文传媒,INFORMAL,OTHER,慈文传媒是一家影视制作公司，是集电视剧、电影、动画制作等业务,20324,,,151002,USD,1104
2014-01-01 00:00:00,戈壁投资,云智慧,B,SERVICE_INDUSTRIES,基于大数据分析为企业用户提供应用性能管理解决方案的公司,20499,,A,137068,USD,1105
2012-11-01 00:00:00,戈壁投资,teambition,A,SOFTWARE,项目协作工具,20499,,PRE_A,4596,USD,1106
2012-05-01 00:00:00,戈壁投资,够快云库,A,SOFTWARE,中小团队文档协作工具,20499,,PRE_A,144306,USD,1107
2014-05-01 00:00:00,戈壁投资,车置宝,B,AUTO,二手车C2B拍卖平台,20499,,A,135199,USD,1108
2013-11-01 00:00:00,戈壁投资,小智超级音箱,A,INTELLIGENT_HARDWARE,智能音箱产品，主打语音操控、人工智能、个性化播放等,20499,,A,144345,USD,1109
2012-12-01 00:00:00,"戈壁投资,英诺天使基金",粉粉日记,A,SOFTWARE,粉粉日记是一个手机版的日记软件。,20499,数百万,ANGEL,19657,CNY,1110
2015-01-01 00:00:00,"戈壁投资,经纬中国,亚商资本",AutoBot,A,INTELLIGENT_HARDWARE,智能行车驾驶助手,20499,600,A,136964,USD,1111
2012-01-01 00:00:00,戈壁投资,点我吧,B,CONSUMER_LIFESTYLE,一个专业的在线生活信息平台和线下即时配送物流服务商，已开通杭州、上海、南京的餐厅外卖、超市外卖、跑腿,20499,200,A,7597,USD,1112
,,乐米信息,NONE,OTHER,手游平台,20493,,,155984,,1113
2014-06-01 00:00:00,源码资本,淘世界,B,E_COMMERCE,专门为中国人订制的境外购物手机应用,20541,,PRE_A,28857,USD,1114
2014-06-01 00:00:00,源码资本,无秘,B,SOCIAL_NETWORK,匿名社交应用平台,20541,,PRE_A,29886,USD,1115
2014-11-01 00:00:00,,Worktile,A,SOFTWARE,团队协同工具,20561,,A,12571,USD,1116
2012-05-01 00:00:00,宽带资本,印象笔记,D,SOFTWARE,电子笔记资料管理软件,20561,,D,2071,USD,1117
2013-12-01 00:00:00,,LinkedIn领英,NONE,,LinkedIn 中国,20561,,A,147050,USD,1118
2014-06-01 00:00:00,宽带资本,Scanadu,B,OTHER,移动医疗健康设备、数据和服务平台,20561,,B,147055,USD,1119
2013-09-01 00:00:00,宽带资本,面包旅行,C,TRAVEL_OUTDOORS,记录旅行轨迹的旅行社交APP,20561,,A,3260,USD,1120
2013-07-01 00:00:00,,CSDN,C,SOCIAL_NETWORK,IT技术社区和服务平台,20561,,A,5304,USD,1121
2009-12-01 00:00:00,加华伟业,洽洽食品,E,OTHER,中国休闲食品旗舰企业,20500,14400,E,146666,USD,1122
2010-07-01 00:00:00,加华伟业,加加食品,E,OTHER,中国调味品行业领先企业,20500,18200,E,146667,USD,1123
2010-09-01 00:00:00,加华伟业,奥瑞金金属包装,E,OTHER,中国金属包装旗舰,20500,1000,B,146669,USD,1124
,,北京天阳宏业软件技术有限公司,NONE,OTHER,国内领先的金融行业IT解决方案和服务,20500,,,146674,,1125
2012-03-01 00:00:00,加华伟业,嘉宝莉,E,OTHER,中国最大的本土涂料企业,20500,12600,E,146678,CNY,1126
2014-03-01 00:00:00,国泰君安力鼎投资,意时网,A,FINANCE,专注于旅行保险及其他个人保险业务的第三方网络保险营销平台,20539,,PRE_A,2814,USD,1127
2014-11-01 00:00:00,国泰君安力鼎投资,金电联航,B,SERVICE_INDUSTRIES,信用信息服务商,20539,,B,27201,USD,1128
2014-06-01 00:00:00,力鼎资本,拓思德,A,OTHER,基于点阵技术的教育信息化产品,20539,,A,146725,USD,1129
2015-05-01 00:00:00,,Kylin Capital,NONE,,一家总部位于上海的风险投资基金。,20581,,A,148296,USD,1130
2011-12-01 00:00:00,天使湾创投,洋码头,B,E_COMMERCE,帮助国内消费者进行海外购物的跨国购物电子商务服务商,20540,500,ANGEL,3580,CNY,1131
2011-06-01 00:00:00,天使湾创投,小恩爱,A,SOCIAL_NETWORK,为情侣用户订制的移动个性应用,20540,,ANGEL,137024,USD,1132
2011-05-01 00:00:00,贝加资本,十月妈咪,A,CONSUMER_LIFESTYLE,专注于孕妇装的网上商城,20601,,A,4963,USD,1133
2011-05-01 00:00:00,贝加资本,英科医疗,A,OTHER,医疗耗材生产商,20601,,A,149073,USD,1134
2011-07-01 00:00:00,贝加资本,国萃花卉控股有限公司,B,OTHER,国萃花卉控股有限公司是一家以盆栽花卉销售为主的集团化公司,20601,,B,149082,USD,1135
2014-11-01 00:00:00,联想控股,翼龙贷,B,FINANCE,网络借贷平台,20600,"30,000",B,7667,CNY,1136
2015-02-01 00:00:00,All Focus Ltd,一统贸易,PRE_A,OTHER,投资在上下游行业上的资源整合。,20599,100,PRE_A,149107,CNY,1137
2014-01-01 00:00:00,"万嘉娱乐工场,黄斯沉",昆尚传媒,A,CULTURE_SPORTS_ART,新锐文化传媒公司,20598,250,ANGEL,138101,CNY,1138
2015-04-01 00:00:00,"洪泰基金,万嘉娱乐工场",MudRun泥泞跑,ANGEL,CULTURE_SPORTS_ART,极限运动赛事+IP运营,20598,500,ANGEL,146512,CNY,1139
2015-06-01 00:00:00,,畅WiFi,A,SOFTWARE,基于公共交通工具（TAXI、BUS）向用户提供wifi服务,20595,,,131961,USD,1140
2015-04-01 00:00:00,,上海银润传媒,INFORMAL,CULTURE_SPORTS_ART,专注制作倡导主流、贴近生活的影视传媒集团,20592,100,,141860,CNY,1141
2015-04-01 00:00:00,,索贝数码科技股份有限公司,INFORMAL,OTHER,在深圳大客户部担任项目经理,20592,100,,143174,CNY,1142
2008-10-01 00:00:00,高鸿信息,恒昌IT,ANGEL,OTHER,当年中关村第一IT卖场,20594,3750,ANGEL,149573,USD,1143
2014-05-01 00:00:00,纽信创投,全城充电,ANGEL,CONSUMER_LIFESTYLE,构建于线下手机无线充电点的平台,20591,400,ANGEL,136329,CNY,1144
2009-12-01 00:00:00,中科招商集团,东方网力,IPO,OTHER,北京地区首家上市的安防企业，公司上市一年后市值即突破百亿。,20590,1000,A,150882,CNY,1145
2010-07-01 00:00:00,中科招商集团,慈文影视,A,OTHER,慈文传媒集团是国内较早从事影视制作和发行的民营影视公司,20590,2000,A,150883,CNY,1146
2012-12-01 00:00:00,中科招商集团,星通联华,B,OTHER,在地灾、道路、物流等领域提供解决方案的高新技术企业,20590,1000,B,150884,CNY,1147
2015-01-01 00:00:00,"远瞻资本,海捷投资",北京博合智慧,ANGEL,OTHER,智能硬件入口+酒店推广,20588,数百,ANGEL,151291,CNY,1148
2015-04-01 00:00:00,远瞻资本,羊驼网,ANGEL,OTHER,跨境电商O2O,20588,数百,ANGEL,151293,USD,1149
2015-01-01 00:00:00,荷多投资,禾赛科技,ANGEL,OTHER,高端在线气体分析仪器以及城市大气监测网络平台,20588,数百万,ANGEL,137930,USD,1150
,,触想科技,NONE,,智能,20593,,,149580,,1151
2015-01-01 00:00:00,厦门爱爱特创业投资合伙企业,Saihu,ANGEL,EDUCATION_TRAINING,下一个世代的知识电商平台，让知识变成可以交易的产品,20586,50,ANGEL,155540,CNY,1152
2015-05-01 00:00:00,,嗨喂Hiway,NONE,SOCIAL_NETWORK,嗨喂是一款为外语学习而设计的社交平台App,20586,40,ANGEL,133628,CNY,1153
2012-11-01 00:00:00,"盈动投资,基本粒子投资",WiTown智能WiFi营销系统,A,SERVICE_INDUSTRIES,企业Wi-Fi系统提供商,20585,数百万,ANGEL,11389,CNY,1154
2014-03-01 00:00:00,,爱不释书,A,SERVICE_INDUSTRIES,图书馆借阅O2O平台，在线图书馆，图书馆体验馆,20584,,ANGEL,150942,CNY,1155
2011-12-01 00:00:00,,AdView,A,ADVERTISING_MARKETING,移动广告平台，提供移动广告优化工具及SDK接口,20589,数百万,ANGEL,9455,CNY,1156
2014-09-01 00:00:00,帮实资本,华夏收藏网,PRE_A,CULTURE_SPORTS_ART,国内领先的艺术收藏品交易平台,20587,,PRE_A,140178,USD,1157
2014-03-01 00:00:00,帮实资本,小毛驴科技,A,OTHER,杭州小毛驴科技有限公司是一家专注在户外行业的移动互联网公司,20587,,ANGEL,140179,USD,1158
2015-04-01 00:00:00,盈动投资,拎包客,ANGEL,OTHER,集中式白领公寓,20582,,ANGEL,149966,CNY,1159
2012-08-01 00:00:00,亿群投资,成都深冷,C,OTHER,国内领先的LNG解决方案提供商,20583,800,C,149990,CNY,1160
,,LogInsight,NONE,SOFTWARE,为企业及开发者提供日志分析平台，挖掘机器数据的无穷价值,20580,,,158567,,1161
2014-05-01 00:00:00,"真格基金,梧桐树资本,童玮亮",太火鸟,A,E_COMMERCE,主打原创产品的社会化电商平台,20577,200,ANGEL,28819,USD,1162
2015-04-01 00:00:00,众诚基金,壹加康泰,ANGEL,OTHER,您的健康管理专家,20576,100,ANGEL,149733,CNY,1163
2015-05-01 00:00:00,,一粒大米,NONE,,老兵创业，互联网+装修,20576,100,ANGEL,148665,CNY,1164
2015-05-01 00:00:00,,米饭音乐,ANGEL,EDUCATION_TRAINING,专注于音乐教育的O2O平台,20576,50,ANGEL,132611,CNY,1165
2008-01-01 00:00:00,湖南高新投,金杯电工,A,OTHER,湖南最大的电线生产企业,20575,,A,148707,USD,1166
2010-04-01 00:00:00,"弘毅投资,中信产业基金,红杉资本,湖南高新投",快乐购,IPO,E_COMMERCE,电子商务网站，为消费者提供全品类精选商品,20575,33000,A,11926,CNY,1167
2013-07-01 00:00:00,湖南高新投,惠生国际,A,OTHER,湖南第三大生猪屠宰企业,20575,,A,148708,USD,1168
,,DFRobot,NONE,MEDIA,开源硬件机器人以及机器人配件网上购物商城平台,20572,,,2119,,1169
2014-03-01 00:00:00,杭州乐君投资管理有限公司,小智电热水壶,ANGEL,INTELLIGENT_HARDWARE,小智电热水壶是由顶级ODM供应商西摩电器联合专业人士开发的国内第一款App控制电热水壶。,20572,,ANGEL,29102,USD,1170
2014-11-01 00:00:00,,淘爱,INFORMAL,E_COMMERCE,专注于情趣生活的移动电商。不约不爱，一起淘爱,20571,10,,146510,CNY,1171
2014-11-01 00:00:00,,淘爱,INFORMAL,E_COMMERCE,专注于情趣生活的移动电商。不约不爱，一起淘爱,20570,10,,146510,CNY,1172
2015-05-01 00:00:00,和盟创投,拼搭客,ANGEL,OTHER,定制巴士,20567,,ANGEL,148974,USD,1173
2013-04-01 00:00:00,,楼盘网,NONE,PROPERTY_AND_HOME_FURNISHINGS,新房门户网站，有新房、房源、优惠楼盘、新闻、二手房等板块,20569,,ANGEL,131831,CNY,1174
2015-03-01 00:00:00,,福汇财富,NONE,,专注手机端的P2P平台,20569,,ANGEL,151181,CNY,1175
2015-05-01 00:00:00,,北京极维客科技有限公司,ANGEL,OTHER,虚拟现实手游操控设备研发商,20569,,ANGEL,151180,CNY,1176
2014-05-01 00:00:00,清华产业基金,拉卡拉,D,FINANCE,互联网金融及社区电商公司，提供便民服务及第三方支付服务,20564,3000,D,2352,CNY,1177
2014-07-01 00:00:00,清华产业基金,诺蓝杞,A,OTHER,国内黑枸杞领军品牌,20564,,A,149062,USD,1178
2014-10-01 00:00:00,龙腾资本,电话邦,B,SOFTWARE,电话号码库，是为用户提供电话查询服务的网站,20563,1000,B,19762,USD,1179
2014-06-01 00:00:00,"挚信资本,蓝驰创投",淘当铺,B,E_COMMERCE,主打当铺绝当商品的购物交易网站,20553,3000,B,25333,USD,1180
2015-03-01 00:00:00,"红杉资本,IDG资本,挚信资本",轻轻家教,C,EDUCATION_TRAINING,手机上的家教与学生对接平台,20553,,B,132111,USD,1181
2009-01-01 00:00:00,"挚信资本,策源创投",豆瓣,C,SOCIAL_NETWORK,一个主打电影、音乐、读书、电台等的社交网络，隶属于北京豆网科技有限公司。,20553,数千万,B,2297,USD,1182
2012-11-01 00:00:00,"东方弘道,挚信资本",人人贷,A,FINANCE,P2P信用借贷服务平台,20553,2000,A,3278,CNY,1183
2011-05-01 00:00:00,"挚信资本,贝塔斯曼亚洲投资基金",蘑菇街,D,E_COMMERCE,女性消费者导购电子商务网站,20553,数百万,A,2293,USD,1184
2012-01-01 00:00:00,挚信资本,穷游网,C,TRAVEL_OUTDOORS,境外旅行中文旅游资讯和在线增值服务提供商,20553,,A,5726,CNY,1185
2010-11-01 00:00:00,挚信资本,果壳网,C,SOCIAL_NETWORK,开放、多元的泛科技兴趣社区,20553,100,ANGEL,5234,USD,1186
2015-03-01 00:00:00,红杉资本,弹吧,A,EDUCATION_TRAINING,琴谱工具＋点评社区＋LBS 约课模式的钢琴培训APP,20553,数百万,A,137083,USD,1187
2014-12-01 00:00:00,,生菜网,ANGEL,FINANCE,互联网金融返利导购网站，专注为互联网理财客户投资理财服务,20552,10,,34014,CNY,1188
2014-11-01 00:00:00,Arbor Ventures,ExCo,A,OTHER,日本P2P借贷,20551,,A,147828,USD,1189
2014-11-01 00:00:00,Arbor Ventures,2C2P,A,OTHER,新加坡支付公司,20551,,A,147829,USD,1190
,,Exchange Corporation,NONE,OTHER,"Social Lending, P2P Lending",20551,,,147826,,1191
2014-11-01 00:00:00,Arbor Ventures,DemystData,A,OTHER,传统和另类征信,20551,,A,147827,USD,1192
2012-09-01 00:00:00,,六一儿童网,ANGEL,EDUCATION_TRAINING,青少年在线视频教育网站,20554,,ANGEL,145756,USD,1193
2015-01-01 00:00:00,,国游云助手,ANGEL,SOFTWARE,强大的手机助手系统，让每个企业都能免费拥有自己的手机应用商店,20554,,ANGEL,147575,USD,1194
2015-01-01 00:00:00,"刘瑞江,秦意,刘玉斋,王月兴",创微网,ANGEL,FINANCE,实体店股权众筹平台,20555,138,ANGEL,30337,CNY,1195
2012-01-01 00:00:00,"达晨创投,朗玛峰创投",好学教育,B,EDUCATION_TRAINING,好学教育是一个在线远程教育平台，提供考研、建筑、公务员、语言等各类考试辅导服务。,20550,数千万,A,12266,CNY,1196
2012-12-01 00:00:00,晨兴资本,小猪短租网,C,TRAVEL_OUTDOORS,专业的短租房在线预订网站,20549,数百万,A,4642,USD,1197
2014-04-01 00:00:00,,一起好,ANGEL,FINANCE,P2P网贷理财平台,20547,15,ANGEL,18448,CNY,1198
2014-11-01 00:00:00,,萌菌,ANGEL,GAME_ANIMATION,萌菌是关注ACG二次创作的原创社群和交流平台,20546,数百,ANGEL,147443,CNY,1199
2014-10-01 00:00:00,大合投资,离线空间,ANGEL,OTHER,聚焦于科技文化专业内容的生产及整合,20548,80,ANGEL,147856,CNY,1200
2015-06-01 00:00:00,,河南久凤文化传播有限公司,NONE,,宣传片制作演绎与策划，仿真模型展示为一体的综合型文化传播公司,20544,100,ANGEL,154295,CNY,1201
2015-05-01 00:00:00,,昆明度品创投商业运营管理有限公司,NONE,,26LIFE族迹 · 云南民族创意客栈,20544,200,ANGEL,154300,CNY,1202
2015-06-01 00:00:00,,债全网,NONE,,终结执行难，让法律白条成为历史。,20544,500,ANGEL,151451,CNY,1203
2015-06-01 00:00:00,,杭州精皮士生物技术有限公司,NONE,,大众生活的领先基因科技服务商,20544,300,ANGEL,151452,CNY,1204
2015-06-01 00:00:00,李佳斐,衣拍即合,ANGEL,SERVICE_INDUSTRIES,可以记录用户身材数据的APP,20544,150,ANGEL,135140,CNY,1205
2014-04-01 00:00:00,青松基金,捞月狗,A,GAME_ANIMATION,服务提供商，专注于游戏数据排名服务的网站,20545,200,ANGEL,15029,CNY,1206
2014-06-01 00:00:00,青松基金,天下房仓,A,SERVICE_INDUSTRIES,天下房仓秉承专业、专注、开放、合作的互联网精神，天下房仓致力于通过电子商务技术和在线分销服务，为酒店,20545,,ANGEL,12627,USD,1207
2014-09-01 00:00:00,青松基金,哒哒在线少儿英语,ANGEL,EDUCATION_TRAINING,青少儿外教英语教育平台,20545,数百万,ANGEL,29612,CNY,1208
2014-09-01 00:00:00,青松基金,掌门1对1,A,EDUCATION_TRAINING,大学生在线一对一家教平台,20545,,ANGEL,139212,USD,1209
,,校呵呵,ANGEL,,大学生领先O2O平台,20545,,,134206,,1210
2013-03-01 00:00:00,青松基金,Nibiru,B,GAME_ANIMATION,游戏手柄设备及软件开发商,20545,,ANGEL,27510,USD,1211
2013-06-01 00:00:00,联想之星,好买衣,A,OTHER,一个可以网上试衣的平台,20542,,ANGEL,139861,USD,1212
2014-03-01 00:00:00,联想之星,账贷通,A,FINANCE,致力于为企业打造流动资金管理解决方案的信息化金融服务提供商,20542,千万级,ANGEL,27453,CNY,1213
2014-06-01 00:00:00,联想之星,有壹手,B,AUTO,汽车O2O维修服务提供商,20542,,ANGEL,137154,USD,1214
,,小美科技,C,SERVICE_INDUSTRIES,服务业招聘平台,20538,,,30770,,1215
,,奇怪果园,A,E_COMMERCE,奇怪果园是一个校园网上水果店，隶属于上海奇快信息科技有限公司,20536,,,140309,,1216
2014-05-01 00:00:00,,Q-MART奇怪便利,A,CONSUMER_LIFESTYLE,面向校园的即时性网上便利店,20536,,ANGEL,142169,CNY,1217
2010-10-01 00:00:00,小村资本,昆仑万维,IPO,GAME_ANIMATION,游戏与互动娱乐公司，专注于网页游戏开发,20531,,E,2674,CNY,1218
,,星云网,A,CULTURE_SPORTS_ART,入驻明星的文化娱乐社交平台,20531,,,26627,,1219
,,去动,A,CULTURE_SPORTS_ART,运动社区，运动爱好者的专属交流平台,20531,,,136861,,1220
,,美空网,A,CULTURE_SPORTS_ART,致力于中国文化艺术产业的网络平台,20531,,,136875,,1221
,,蜜娱乐,B,CULTURE_SPORTS_ART,移动终端众筹造星及娱乐O2O平台,20531,,,31750,,1222
,,亲近,NONE,SOCIAL_NETWORK,记录生活点滴的移动应用,20531,,,11585,,1223
,,伞融网,A,OTHER,致力于通过先进的互联网和移动互联网技术打造新型网络券商模式的,20531,,,146827,,1224
2015-07-01 00:00:00,,卡卡,ANGEL,MEDICAL_HEALTH,帮助人们健康减肥和健身的应用,20532,,ANGEL,131871,USD,1225
2014-09-01 00:00:00,博派资本,天赐之恒网络,A,GAME_ANIMATION,新成立的精品手机游戏发行和运营商,20532,数百万,ANGEL,142170,CNY,1226
2015-02-01 00:00:00,博派资本,可尼科技,ANGEL,OTHER,网剧制作发行,20532,,ANGEL,147016,USD,1227
2014-04-01 00:00:00,,魔方在线,NONE,,专业从事网络游戏研发与发行，提供PC及移动终端精品游戏。,20528,,B,151106,CNY,1228
2014-10-01 00:00:00,东方汇银,深圳感知网络有限公司,ANGEL,OTHER,一家致力于移动互联网综合服务提供商,20529,500,ANGEL,150834,CNY,1229
2015-06-01 00:00:00,万科集团,上海乐屋,ANGEL,OTHER,B2B家装供应链服务,20526,170,ANGEL,146876,CNY,1230
2012-01-01 00:00:00,,SmarterMicro,NONE,OTHER,手机PA芯片,20527,,,155968,USD,1231
2014-09-01 00:00:00,,阳光车网,NONE,,二手车,20527,,,155419,USD,1232
2013-09-01 00:00:00,,三鸣科技,NONE,,VCM,20527,,,155416,USD,1233
2015-07-01 00:00:00,世联行,微家公寓,A,OTHER,"城市青年互联社区,深圳首家高端品牌合租公寓",20525,,A,155797,USD,1234
2015-03-01 00:00:00,深圳世联行地产顾问股份有限公司,Q房网,A,PROPERTY_AND_HOME_FURNISHINGS,综合房地产信息服务网，为客户提供优质购房体验,20525,42000,A,141951,CNY,1235
2014-04-01 00:00:00,"五岳天下,深圳世联行地产顾问股份有限公司",社区001,B,CONSUMER_LIFESTYLE,为本地社区提供在线购物及配送的服务网站,20525,亿元及以上,A,6186,CNY,1236
,,51dns,NONE,,智能域名解析,20524,,,150567,,1237
2013-02-01 00:00:00,合力投资,奇珀网,A,SOFTWARE,智能电视应用分发与智能电视行业媒体,20524,150,ANGEL,10009,CNY,1238
,,人荐人爱,ANGEL,,蓝领招聘,20524,,,150638,,1239
2015-02-01 00:00:00,迅雷,厦门帝恩思网络科技有限公司,A,OTHER,智能域名解析,20524,,A,150640,USD,1240
,,深圳人荐人爱网络技术有限,NONE,,蓝领招聘,20524,,,150641,,1241
2015-04-01 00:00:00,迅雷,深圳人荐人爱网络技术有限公司,ANGEL,OTHER,蓝领招聘,20524,,ANGEL,150642,USD,1242
2014-10-01 00:00:00,鲍啸峰,红演圈,PRE_A,SERVICE_INDUSTRIES,社会大众文体娱乐休闲领域的社交工具和电商消费平台,20523,120,ANGEL,148574,CNY,1243
