phase,investor_id,brief,name,id
已完成 A 轮融资,123,又拍云UPYUN是一个非结构化数据云存储、云处理、云分发平台，杭州纬聚网络有限公司旗下项目。其前期主要为又拍网、又拍图片管家提供图片云存储、云计算服务，在2010年2月对所有用户开放使用。杭州又拍云科技有限公司旗下产品。,又拍云,368
已完成天使轮融资,123,WildDog野狗是一家实时BaaS云服务提供商，可提供实时消息双向推送服务和在客户端上直接进行编程的能力。此前，曾为一个硬件开发者服务平台，包括嵌入式云端平台“WildDog 云”、嵌入式开发系统“WildDog OS”、支持快速原型开发的硬件平台“WildDog HardWare”等。北京星港联合科技有限公司旗下产品。,野狗,369
已完成 B 轮融资,124,在线英语学习机构。,VIP ABC/TutorGroup,370
已完成 A 轮融资,124,手机版的日记软件。,粉粉日记,371
已完成 B 轮融资,124,亚洲领先的手机游戏公司之一。,Epicforce,372
已完成 A 轮融资,125,NewBand牛班网是一个主打在线音乐教育类服务产品，主打“明星音乐教室”，邀请乐坛高手参与音乐教学服务。上海纽班文化发展有限公司旗下产品。,牛班,373
已完成 A 轮融资,125,随行随停致力于打造城市交通平台，涵盖停车服务、寻车、支付、商场定位导航服务等，腾石智能科技（上海）有限公司旗下产品。,随行随停,374
已完成 A 轮融资,125,NoQ是一款手机智能排队APP应用，用户可以通过NoQ随时随地了解餐厅排队等位情况、设置自定义排号提醒，还可通过NoQ远程领号，大大节约店前等待时间，上海巨兴数码科技有限公司开发，旗下产品还有“牛排”。,NoQ,375
已被并购,126,影视内容投资、制作及衍生品服务商，主营业务包括电视剧及电影业务、艺人经纪业务、游戏开发业务、电视剧音乐制作业务。作品有《王的女人》、《宫》、《画皮2》、《宫锁珠帘》等。,欢瑞世纪,376
已完成 B 轮融资,126,苹果设备绿色管理软件及移动APP推广平台。,ITools ,377
已完成 A 轮融资,126,"北京筑巢新游网络技术有限公司成立于2014年1月,。主营业务为IOS平台游戏的发行及联运，在IOS游戏发行领域有着丰富的行业经验，曾代理发行过多款优质产品。",筑巢新游,378
已完成 A 轮融资,126,手机游戏公司，致力于开发精品手机游戏。,钛核互动,379
已完成天使轮融资,126,O2O模式的上门理疗、推拿、按摩服务平台。,理大师,380
已完成 A 轮融资,126,面向腐女的垂直社区，提供优质耽美文阅读和推荐、大量腐女必看动漫视频免费随享。,豆腐,381
已完成 C 轮融资,127,辣妈帮是一个女性手机社区，由深圳市网智科技开发有限公司开发，旗下还有辣妈微生活、爱宝宝365等。,辣妈帮,382
已完成 A 轮融资,127,绿狗网(此前叫绿狗SIRI)，提供法律文件的在线创建与审核、找律师等法律服务。隶属于北京市律购信息技术有限责任公司。,绿狗网,383
已完成 B 轮融资,128,手机上的理财产品交易平台，提供银行理财产品信息、比较、直接购买服务等。,铜板街,384
已完成 A 轮融资,128,为酒店提供SaaS+PaaS服务的解决方案服务商。, 别样红云PMS,385
已完成 A 轮融资,128,主打自行车运动的媒体网站与社区服务平台。,700Bike,386
已完成 B 轮融资,129,摩奇园林是一家致力于研发和生产更加符合中国的环保低碳覆盖物，为改善城市空气质量和美化城市环境的新型企业。,摩奇园林,387
已完成 A 轮融资,129,上海格奕成立于2013年，专注于移动互联网游戏研发，致力于提供最优质、有趣、有诚意的游戏作品。,格奕游戏,388
已完成 A 轮融资,129,好买车是上海轩言网络信息科技有限公司旗下的“网上比价购车”的O2O电商平台。,好买车,389
已完成 A 轮融资,129,易诊APP是一个量化管理慢性疾病的移动应用，目前主要针对肝炎病友，仅需拍摄您的化验单，易诊将帮您电子化所有指标数据、生成指标曲线、推荐与您病情密切相关的医学常识、找出附近患友关注的问题。易诊会是你最忠实的伴随者、聆听者。,易诊,390
已完成天使轮融资,131,一家金融理财服务平台，致力于为投资人拉低理财门槛，为大众家庭搭建互联网金融服务平台；通过互联网O2O的模式，高效地为商会会员企业提供全套金融中介服务。,理理财,391
已完成天使轮融资,132,熊管家是一家提供洗衣服务的O2O服务商，提供在线预约下单、免费上门取送，由杭州熊管佳电子商务有限公司开发，该公司专注于无线生活服务类O2O研发与运营。,熊管家/熊管佳,392
已完成天使轮融资,132,当贝，致力于打造国内领先的智能电视行业平台、用户交流社区和一流的智能电视软件体验。,当贝网络,393
已完成 A 轮融资,133,汽车保养上门O2O服务提供商，上门提供常规汽车保养服务。,卡拉丁,394
已完成 A 轮融资,133,出国自助游市场的旅游O2O服务平台，提供境外旅游一站式服务。,iTrip（原名：澳乐网）,395
已完成 A 轮融资,133,专注视频语言学习产品的研发，致力于通过基于视频语料库的数据分析挖掘、移动应用、UGC社区、游戏化学习引擎等产品技术手段，打造兼具娱乐和学习属性的工具及内容分享社区。,魔方天空,396
已完成天使轮融资,133,颠覆传统零售业的商业模式，会员制快消品在线零售平台。,百恩百,397
已被并购,134,云计算数据中心解决方案提供商，提供企业专属网络、行业专属云、云计算数据中心等领域内的综合解决方案。,汉柏科技,398
已完成 B 轮融资,134,致力于数字图像处理算法研究与探索，拥有数字图像处理和图像人工智能识别技术研究经验。旗下有Camera360、HelloCamera等。,品果科技,399
已完成 A 轮融资,134,中国最大的IT技术社区和服务平台，旗下有CTO俱乐部、庞果网、代码托管+社交编程平台CODE等,CSDN,400
已完成 A 轮融资,135,生意专家为实体商户提供卓越的一站式开店产品。通过生意专家，管理繁琐的收银记账、客户关系、商品利润，并集成了各种创新的电子商务工具，帮助商家降低经营成本，提升顾客购物体验，增加销售收入。生意专家合了记账软件、收银系统、进销存软件、会员管理系统为一体；为超过10万商家轻松解决日常店铺管理的所有问题。,生意专家,401
已完成 A 轮融资,135,数赢云网络科技2010年成立于上海，是国内首家专注于新一代众包平台研发和运营的高科技公司。,数赢,402
已完成 B 轮融资,135,北京远为软件是一家云计算时代安全的虚拟化产品及解决方案提供商，产品有VirNOS虚拟网络安全管理系统、远为虚拟安全桌面vSec Desktop等。,远为软件,403
已完成天使轮融资,135,容么么是一个私人美容定制服务提供商，主打轻奢美容O2O平台，提供便捷的美容上门服务，隶属于北京高比格科技有限公司,容么么,404
已完成 Pre-A 轮融资,135,荷格科技AdbugTech是一家互联网广告品牌安全解决方案提供商，旗下实时互联网广告搜索引擎www.adbug.cn向广告产业链提供互联网广告验证、品牌保护、反作弊、语义定向等服务。,荷格科技,405
已完成天使轮融资,136,十方旅行是一家专注境外旅行线路定制服务的旅游品牌，致力于让中国朋友去体验最美的、最独特的世界。,十方旅行,406
已被并购,137,真人互动直播娱乐平台。,六间房,407
已被并购,137,移动互联网广告平台及建站平台。,悠悠村,408
已完成 B 轮融资,137,提供全球B2B采购服务的精准搜索引擎和导购平台。,马可波罗网,409
Pre-IPO,138,我爱我家网是一家主打家居家装的垂直门户及电商网站，以家庭装修和建材/家具/家居/家电团购为主营业务，隶属于上海鸿洋电子商务有限公司。,我爱我家,410
已完成 B 轮融资,138,苏州米粒影视（Mili Pictures）是一家家庭娱乐和影视服务商，致力于电影、动漫的策划、制作、投资、运营、管理、引进、发行、授权、衍生产品开发及销售的国际化专业公司。作品有《龙之谷》等。,米粒影业,411
已完成 A 轮融资,138,度周末是一个专注于周末生活安排的旅游及生活方式网站，不仅仅提供“旅游”服务，还力邀资深玩家和金牌设计师考察体验设计方案，提供各种不同的度周末方式，致力于带你过个有趣的周末。该网站隶属于苏州游良品网络科技有限公司。,度周末,412
已完成 B 轮融资,138,友加是一个融入娱乐元素的陌生人交友娱乐社区。友十（上海）网络科技有限公司旗下。,友加,413
已完成 B 轮融资,138,泰笛网是一家24小时在线洗涤服务网站。提供洗衣、洗鞋、洗包、家居用品洗涤乃至奢侈品洗护等一站式在线洗涤服务。,泰笛,414
已完成 B 轮融资,139,一个海外中文短租和特色旅游产品预订平台。,住百家,415
已完成 Pre-A 轮融资,139,一个下午茶甜品店连锁品牌。,胖仙女,416
已完成 A 轮融资,139,一个主打P2P共享经济模式的租车服务品牌，致力于让社会私家车闲置价值通过在平台出租变现。,快快租车,417
已完成 A 轮融资,139,一个WiFi 热点分享工具，用户可以上传自己知道的热点密码，也可以下载别人上传的热点密码，从而直接接入。,WiFi万能钥匙,418
已完成 A 轮融资,140,外勤365是一个采用SAAS模式的、面向企业外勤人员使用的移动办公工具，南京掌控网络科技有限公司旗下产品。,外勤365,419
已完成 A 轮融资,141,机上的洗车应用，车主可以通过手机快捷方便地洗车或者预约洗车， 北京微积分网络科技有限公司旗下产品。,e洗车,420
已完成 B 轮融资,141,爱空间是一家主打互联网标准化家装服务的O2O公司，提供可定价、定期的标准化家装，并通过线上实现交易和全程监控，线下实现体验和交付的新型家装模式。爱空间科技（北京）有限公司旗下，空间智慧装饰装修（北京）有限公司子公司。,爱空间,421
已完成 B 轮融资,143,UnitedStack（优思得）是一家OpenStack开源云计算公司，为企业和云服务商提供基于OpenStack的产品和开源服务。,UnitedStack,422
已上市,143,宝尊电商是一家第三方电子商务服务商，致力于帮助品牌和零售商提供电商代运营服务，目前提供从前端到后端的全套电商服务，包括网站搭建、更新及托管，IT设施搭建，客户服务，仓储物流服务以及数字营销等。,宝尊电商,423
已上市,143,吉祥航空以上海为主运营基地和维修基地，以上海虹桥国际机场和浦东国际机场为飞行基地，经营范围包括国内航空客货邮运输、商务旅游包机业务，内地至香港、澳门特别行政区和周边国家的航空客货运输业务。,吉祥航空,424
已完成天使轮融资,144,配购网是一家正品汽车配件采购平台及O2O电商网站，隶属于百配汇通网络科技（北京）有限公司。,配购网,425
已完成天使轮融资,144,牛牛汽车是上海爱擎网络科技有限公司旗下的汽车行业垂直类的B2B平台客户端，主要业务为通过互联网解决商家新车调配和买卖过程中的信息缺失与信息不对称问题。,牛牛汽车,426
已完成天使轮融资,144,筷来财是一家美食金融平台，食财有道旗下独立品牌。,筷来财,427
已完成天使轮融资,144,MaxusTech是一家专注创新人机交互技术的科技公司。,Maxus Tech,428
已完成 B 轮融资,145,礼物领域的垂直电子商务公司，旗下产品礼物说是一款礼物攻略和导购应用，提供礼物商店、扫描礼物商品条形码及录音等。,礼物说,429
已完成天使轮融资,145,手机端看漫画的移动应用，只需要花几分钟，就可以秒看超多有趣的“轻漫画”。,快看漫画,430
已完成 B 轮融资,145,面向年轻人的移动社交应用，你可以把消息变化成配有声音、文字或彩绘的图片，还可以发送配有文字和彩绘的短视频等。,Blink快看,431
已完成 A 轮融资,145,基于开源硬件的机器人积木搭建平台，让用户通过乐高积木的方式搭建自己的机器人，并进行可视化编程。,Makeblock,432
已完成 A 轮融资,145,提供旅游目的地深度旅行服务的初创公司，以当地专业司机提供当地包车游，带旅行者深度玩转目的地。,走着旅行,433
已完成 A 轮融资,146,人力资源管理云端服务平台，为中小企业提供一站式人力资源管理解决方案，包括社保管理、员工管理系统、培训、招聘、弹性福利等版块。,金柚网,434
已完成 A 轮融资,146,丰投网，由上海丰涛金融信息服务有限公司创办于2014年12月，总部在上海，注册资金1000万元。平台主打优质理财，低门槛提供年化9%-11%的稳健型理财产品。投资产品均有足值抵押物覆盖风险，同时由担保机构和丰涛金融对全额本息进行保障。,丰投网,435
已完成 A 轮融资,146,车联网技术公司，主打产品为A-cube联车魔方设备，可以通过App界面直观的知晓爱车的每刻状态、同时还有更多服模块。,联车科技,436
已完成 A 轮融资,146,一个安卓模拟器管理工具，提供个性化模拟器设置、应用下载和管理等。,靠谱助手,437
已完成 B 轮融资,146,一个基于信用卡收付房租的租房支付服务网站。,租房宝,438
已完成 D 轮融资,147,专注于为城市中高收入家庭提供特色餐厅外卖服务。,到家美食会,439
已完成 B 轮融资,147,帮助女性记录、管理、分享、交流自己的时尚搭配的产品的平台。,穿衣助手,440
已完成 A 轮融资,148,一个全自动智能鲜果榨汁售贩机终端。,维果部落,441
已上市,148,一站式品牌增值服务商。,品牌中国,442
已完成 A 轮融资,149,一个设计师作品分享、交流、展示平台。,站酷网,443
已完成 C 轮融资,149,一个中国鲜花高端品牌及网店。,Roseonly专爱花店,444
已完成 A 轮融资,149,一家中英文的科技博客，主要报道中国和亚洲的最新科技新闻。,动点科技,445
已完成 A 轮融资,150,一家汽车后市场本地汽车生活服务平台，提供汽车美容、装潢、保养、维修等对接服务。,车蚂蚁,446
已完成 B 轮融资,150,一家生物信息解决方案提供商。,Centrillion基因测序,447
已完成 A 轮融资,151,轻量级的CRM工具和企业服务软件，以表单作为营销的入口，收集目标和潜在客户的信息；以联系人管理为支撑，建立后续跟进的基础；以邮件、短信为营销出口，使企业能够更好地将信息传达给最终客户，从而帮助企业更轻松地达成客户管理和市场营销目标。,MikeCRM,448
已完成 A 轮融资,151,Worktile工作台（前身是知事）是一个新的团队在线写作工具，支持多平台、云端数据，进行团队任务管理、项目跟踪、通知日历、讨论交流等。,Worktile,449
已完成 Pre-A 轮融资,151,平行世界是一个提倡独立思考，把生活中的片段制成卡片分享给其他人，寻找世界上另一个自己的APP。,平行世界,450
已完成天使轮融资,151,基于校园的移动社交应用，可以“变色”玩法：白天实名、晚上匿名，为90后学生提供全新的社交服务。,黑白校园,451
已完成 B 轮融资,151,"一家专注为医学专业人士开发移动应用的公司，旗下目前有""病历夹""、""医口袋""、""医学文献""和""大话医学""4款产品。",杏树林,452
已完成 A 轮融资,152,奇怪便利隶属于上海奇快信息科技有限公司，专注于推进本地便利店/超市的电子商务化。,奇怪便利,453
已完成天使轮融资,152,"HelloMoney（财富你好）是一家专注于汽车行业的互联网金融平台，用户可以汽车抵押方式进行借贷，借款方一方面可以借钱给这些企业获取利息收益，也可以通过很低的抵押价格把汽车提取走,上海芒柠网络科技有限公司。",HelloMoney,454
已完成 B 轮融资,152,爱尚鲜花是一个O2O鲜花品牌，主打全球鲜花直送和同城O2O鲜花速递。,爱尚鲜花,455
已完成 A 轮融资,152,好厨师是一个私人厨师O2O预订服务平台，通过App可以预定私人厨师到家做饭，上海乐快信息技术有限公司旗下产品。,好厨师,456
已上市,153,"深圳市爱迪尔珠宝股份有限公司始于2002年4月正式运营,全面展开“IDEAL/爱迪尔珠宝”品牌的塑造。",爱迪尔珠宝,457
已上市,153,欧菲光是一家专注于移动互联智能终端的国际化平台型企业，正式运营始于2002年8月，2010年8月在深圳证券交易所成功上市，股票代码为002456。,欧菲光,458
已完成 B 轮融资,154,"移动互联理财平台，主要为用户提供个人理财产品——随手记相关的iphone,android客户端以及记账网站。",随手记,459
已完成天使轮融资,154,创新型的互联网金融服务公司。利用机器学习、神经网络等算法开发先进的风险计量与定价模型，全面刻画消费者的信用特征，进而提供信用决策服务，打造互联网基础信用服务平台，提供基于互联网、移动互联网行为数据的、实时、科学的信用决策服务。,徙木金融,460
已完成天使轮融资,154,被称为“手机上的AKB48”，是一个移动互联网创新娱乐互动平台，通过创新互动形态整合地面活动、平面、影视资源。,蜜娱乐,461
已完成 A 轮融资,154,"金融大数据公司。公司于2014年2月由华尔街海归与本土互联网精英联合创办，成立前已获数百万天使投资,2014年9月再获一线VC千万级投资。公司主营业务是通过基于机器学习和互联网化的风险定价，整合互联网及传统数据源，运用欧美成熟的量化方法及金融经验，帮助个人及小微企业证明经济财务等状况，从而快速获得低成本贷款，实现低息快速融资的大众普惠金融。",量化派,462
已上市,154,主打电视购物方式的电商公司，采取电视购物、网络购物、外呼购物三种模式，目前已拥有PC端电商平台、手机购物网站等渠道。,快乐购,463
已完成 B 轮融资,155,开发者服务市场，市场份额第一的推送SDK。深圳市和讯华谷信息技术有限公司旗下。,极光推送,464
已完成 A 轮融资,155,健康食品主食沙拉，华南地区最有影响力的互联网沙拉品牌。深圳鱼羊美厨网络科技有限公司旗下。,好色派沙拉,465
已完成天使轮融资,155,岩心科技主打跨境汇款支付服务，东南亚市场最大的互联网跨境汇款服务提供方。目前正做一款便捷的移动支付钱包，力求实现一个低成本的金融支付通道，干净、无欺诈的信用体系。,岩心科技,466
已完成天使轮融资,155,拱石创新致力于打造中国最专业的交易策略开发平台，以最先进的技术降低金融领域数据化投研的门槛，帮助策略研究员、交易员、投资者提高研发效率，挖掘出最优质可靠的交易策略。 ,拱石科技,467
已完成 A 轮融资,156,"一家猎头招聘及企业招聘服务商，拥有北京8,000,000+的优质活跃人才数据库，同时拥有50人的呼叫中心，每天随时动态更新简历库5万份。",51猎头,468
已完成 B 轮融资,156,定位于生活场景下的消费金融服务商，提供房屋租赁市场的金融服务，面向房东和房客间提供租房分期付款服务，通过分期按月付租金的方式解决租客资金紧缺的烦恼，也方便房东一次性收齐房租款项。,房司令,469
已完成 D 轮融资,157,钢材现货资源信息分享平台，为买家提供找货交易服务。,找钢网,470
已完成 B 轮融资,157,为塑料买卖双方提供撮合交易服务的电商平台，致力于打造成塑料原料现货交易平台。,找塑料网,471
已完成 A 轮融资,157,水果B2B在线交易平台，致力于为水果零售商和供应商搭建一个诚信交易、正品低价的服务交易平台。,微农科技,472
已完成 A 轮融资,157,EasyFlower宜花科技是一家主打订阅模式的鲜花电商服务平台，隶属于北京宜花科技有限公司。,宜花鲜花,473
已完成 B 轮融资,157,主打当铺绝当商品的购物交易网站，帮助当铺展示绝当商品、方便消费者了解检索及购买。,淘当铺,474
已完成 B 轮融资,157,优曼家纺Umanto是一个面向中高端市场的家纺品牌和垂直电商，优曼时尚(北京)科技有限公司旗下。,优曼家纺,475
已完成 B 轮融资,157,"以""浸入式学科英语""为教学法的少儿英语培训机构。引进了美国的教学理念、美国K12教育体系、""美国幼儿园""（2-6岁）、""美国小学""（7-12岁）主流核心课程体系。",贝乐学科英语,476
已完成 B 轮融资,158,一家专注于社会化媒体的技术产品型营销公司。,孔明科技,477
已完成 A 轮融资,158,一款基于SAAS服务，为应用开发者和企业提供前端性能监控和优化的创新型APM产品。,Perf365,478
已完成 B 轮融资,158,一款新闻聚合应用。所见即入口。,小知,479
已完成天使轮融资,159,维示泰克是一家专业从事个人3D打印机，3D教学仪器，3D打印耗材，三维成型产品的开发，设计，生产，销售的高科技企业。,维示泰克,480
已完成 Pre-A 轮融资,160,一款针对高校大学生的兼职平台应用，对用人企业和应聘者均建立信用机制。,兼职达人,481
已完成 C 轮融资,161,一亩田是一家主打农业的B2B信息服务及交易撮合网站，提供农产品价格数据、供应和采购对接服务、农诚通和诚信供应商等业务等，隶属于北京一人一亩田网络科技有限公司。,一亩田,482
已完成 A 轮融资,161,找煤网是一个关注煤炭交易的第三方B2B电商网站，提供煤炭供求资讯发布、煤炭现货电子交易免费蹉商、第四方物流、第三方煤炭检验和煤炭贸易融资、期现结合等服务，浙江捷贸通电子商务有限公司旗下网站。,找煤网,483
已完成 A 轮融资,161,壹财富是一家全以互联网/移动互联网为平台的创新型第三方财富管理机构，定位于“理财师的一站式服务平台”。其理财产品均为门槛在100万起步的信托、资管、阳光私募等理财产品。,壹财富,484
已完成 A 轮融资,161,上海卡考网络是一家房产服务平台，主打产品为房产销冠app，通过移动互联网创新并改造房地产行业营销环节，通过对楼盘销售的轻量化CRM系统（房产销冠APP）升级，同时打通全民经纪人分销系统（微经纪），实现外围销售系统与案场销售管理的高度契合，提高客户匹配度。,房产销冠,485
已完成 A 轮融资,162,深圳市途鸽信息有限公司是一家致力于构建全球一致旅行体验的旅行服务公司，为中国出境游人群提供全球化的旅行通信服务、互联网资讯服务和旅行增值服务。,途鸽,486
已完成 A 轮融资,162,uSens凌感科技是一家主打三维人机交互、虚拟现实技术的公司，产品有指感一体机、Impression Pi印象湃以及“凌指”三维手势识别技术等。,Usens,487
已完成 A 轮融资,162,骑摆客700Bike（柒零零）是一家主打自行车运动的媒体网站与社区服务平台，隶属于北京骑摆客科技发展有限公司。,700bike,488
已完成天使轮融资,162,TVR（Time Of Vitual Reality）是一家虚拟现实游戏开发商，目前主打产品有虚拟现实游戏《再现甲午》、《追寻》等。,TVR,489
已被并购,163,《龙之谷》是韩国网游公司Eyedentity Games开发的一款3D动作MMORPG游戏，在中国由盛大代理。,龙之谷,490
已完成天使轮融资,164,提供比赛、装备、训练资讯以及比赛报名、计时、照片及成绩查询功能。,爱燃烧,491
已完成天使轮融资,164,理想清单社交网站，产品形态为工具+社区型。其机制要求用户每天都要更新进展，否则会被封号。,念,492
已完成天使轮融资,165,"时尚,酷炫,好玩的视频直播分享社交应用,它以“事件”、“生活”、“兴趣”为基础,通过直播分享打造不同的社交圈。",易直播,493
已完成 B 轮融资,166,洋码头是一家跨国购物电子商务服务商，帮助国内消费者进行海外购物。隶属于上海洋码头网络技术有限公司，旗下有移动APP海外扫货神器等。,洋码头,494
已上市,166,宝尊电商是一家第三方电子商务服务商，致力于帮助品牌和零售商提供电商代运营服务，目前提供从前端到后端的全套电商服务，包括网站搭建、更新及托管，IT设施搭建，客户服务，仓储物流服务以及数字营销等。,宝尊电商,495
已完成 A 轮融资,167,诺亚易捷金融是一家互联网金融领域的创业公司，主要为白领精英提供财富管理服务。,员工宝,496
Pre-IPO,167,广东优迈信息通信股份有限公司（简称“优迈信通”），作为国内首家金融互联网运营商，开创的互联网交易型银行平台，通过互联网、大数据和云计算技术进行运营支撑，将银行由传统资金中介“脱媒”为金融信息中介，攻克了中小企业在银行融资贵、融资慢、融资难等问题，真正意义上实现了普惠金融。,优迈信通,497
已完成 D 轮融资,167,中银消费金融公司成立于2010年6月，由中国银行、百联集团、上海陆家嘴金融发展有限公司合资组建。是全国首批试点消费金融公司，也是上海第一家消费金融公司。,中银消费,498
已完成 B 轮融资,168,面向建筑行业的B2B信息服务平台，提供该行业资讯、招投标、价格信息及撮合服务等。,领建网络,499
已完成 A 轮融资,168,以兴趣爱好为核心、面向中高收入人群的的主题旅游平台。,爱玩,500
已完成天使轮融资,170,蜂蜜笔记是一款碎片化知识管理应用，可以将日常学习和移动阅读中采集的碎片化信息转化为结构化的知识，并和朋友分享。,蜂蜜笔记,501
已完成天使轮融资,170,毛遂网是一个专业为大学生和白领寻找兼职工作的平台，同时也为寻找兼职人员的企业(目前以劳动密集型服务行业用人单位为主)提供全方位的面试服务招聘。目前的主营业务是面试服务及派遣服务。,毛遂网,502
已完成 A 轮融资,170,深圳小满科技是一家外贸B2B解决方案解决方案服务商，旗下产品有锦云外贸管理专家、移动建站服务等。,小满科技,503
已完成 B 轮融资,171,沈阳四维数码科技有限公司是国内领先的立体制片和设备制造商，全球领先、独创的平面影像转立体影像的开发商。公司拥有全球领先的光维立体影像“4D技术”。,四维数码,504
已完成 B 轮融资,171,北京博曼迪汽车科技有限公司是国内最领先的汽车发动机管理系统集成商。,博曼迪,505
已完成天使轮融资,172,悄悄是一个匿名社交网络，与好友匿名分享秘密。,悄悄,506
已被并购,173,PP助手是一个第三方苹果设备管理软件，支持iPhone、iPad等苹果设备资源下载安装和管理，广州铁人网络科技有限公司旗下。,PP助手,507
已完成 D 轮融资,173,51信用卡是一个实用的信用卡管理工具及理财服务平台，由杭州恩牛网络技术有限公司开发，旗下还有51信用卡优惠、51记账、51银行卡保险箱系列app，基于商户和用户行为的大数据为生活服务O2O业务提供数据和平台服务。,51信用卡,508
已上市,173,500万彩票网是一家互联网彩票交易平台，深圳市易讯天空网络技术有限公司旗下。,500万彩票网,509
已上市,174,汽车租赁服务商。提供短租、长租及融资租赁等专业化的汽车租赁服务，以及GPS 导航、道路救援等完善的配套服务。,神州租车,510
已上市,174,中国网络出版的开创者之一，中文数字出版服务领导者。,北京中文在线,511
已完成 D 轮融资,176,图搜天下是一家企业软件服务商，为企业销售人员、外勤业务员等提供移动端的工具产品，隶属于图搜天下（北京）科技有限公司。,图搜天下,512
已完成 D 轮以上融资,176,酒仙网是一个专业电子商务B2C酒水连锁零售网站，借助于现代电子商务平台主力从事酒类高档消费品的销售服务，主营进口高档洋酒、红葡萄酒、国产中高档白酒、葡萄酒、花雕酒等。,酒仙网,513
已完成 C 轮融资,176,南京睿悦信息技术有限公司是一家游戏手柄设备及软件开发商，主打产品为Nibiru游戏手柄。,睿悦信息,514
已完成天使轮融资,177,拎包客是一个集居住、创业办公、交友、娱乐为一体的青年社区，楼下休闲咖啡厅、影视厅、健身房、台球室、采访室、洗衣中心，让你的创业生活更加丰富精彩。,拎包客,515
已被并购,178,基于运动的垂直社交网络平台，推出益动跑步、益动滑雪、益动骑行频道，益动GPS移动应用。,谊动,516
已完成 A 轮融资,179,Ninebot纳恩博（此前叫风行者）是一个自平衡车及短途代步工具，由纳恩博(天津)科技有限公司开发者，提供集生产、销售、服务于一体的智能代步设备运营服务。,ninebot,517
已完成天使轮融资,179,整合众多主流快递企业资源，提供第三方查快递、发快递、管快递服务的互联网入口平台。,指尖快递,518
已完成 B 轮融资,179,在线外卖订餐服务平台，提供供订位、订餐、支付、配送等一站式服务，旗下产品包括：面对B端餐饮商户的聚网客和E代送；面向C端用户的易淘食外卖。,易淘食,519
已完成天使轮融资,180,上海东方梦工厂影视技术有限公司的简称，以自营及合作的形式，启动动画技术研发、动画影视制作、版权发行、衍生产品、演艺娱乐、数码游戏、主题乐园等多个业务领域。,东方梦工厂,520
已完成天使轮融资,180,专业从事水下机器人研发的高科技企业，围绕海洋资源探测和海洋环境监测两大主题面向社会提供自主水下航行器、水下滑翔机以及缆控水下机器人等小型水下运动载体的相关技术解决方案和产品。,天津深之蓝,521
